body,body_id,building,trades,stage,stage_verified,dollar_amount,funding_source,scope_summary,evidence_quote,source_url,meeting_date,in_window
West Islip Union Free School District,NCES-3630690,Beach Street Middle School (implied district facility),site_athletics,7_construction,False,,unknown,Pool construction project showing time-lapsed video of ongoing work.,showing a time-lapsed video of the pool construction,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
West Islip Union Free School District,NCES-3630690,High School,life_safety_security,7_construction,False,,unknown,Keyless lock program installation at high school completed.,completion of the keyless lock program at the high school,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
West Islip Union Free School District,NCES-3630690,District-wide,life_safety_security,7_construction,False,,unknown,Security camera cleaning and refocusing at all buildings.,cleaning and refocusing of all the security cameras,https://files.smartsites.parentsquare.com/6796/050826-board_of_education_april_21_2026_regular_meeting.pdf,2026-04-21,True
Deer Park Union Free School District,NCES-3608880,District,electrical_lighting,7_construction,False,,unknown,Intercom projects completed and doors receiving sensors.,"intercom projects complete, all doors will have censors",https://files.smartsites.parentsquare.com/12897/october_14_2025_1.pdf,2025-10-14,True
Deer Park Union Free School District,NCES-3608880,JQA,interiors,7_construction,False,,unknown,Bathroom renovation completed at JQA.,JQA bathroom finished,https://files.smartsites.parentsquare.com/12897/october_14_2025_1.pdf,2025-10-14,True
Deer Park Union Free School District,NCES-3608880,District,hvac_mechanical,7_construction,False,,unknown,Boiler inspections completed.,boiler inspections passed,https://files.smartsites.parentsquare.com/12897/october_14_2025_1.pdf,2025-10-14,True
West Islip Union Free School District,NCES-3630690,District,energy,7_construction,False,,unknown,Solar panel installation with active insurance claims under management.,solar panel insurance claims,https://files.smartsites.parentsquare.com/6796/030526-02-05-26_rm_final_for_posting.pdf,2026-02-05,True
West Islip Union Free School District,NCES-3630690,District Office,general_construction,7_construction,False,,unknown,District office flood repairs being managed by Buildings and Grounds Department.,district office flood repairs,https://files.smartsites.parentsquare.com/6796/030526-02-05-26_rm_final_for_posting.pdf,2026-02-05,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",interiors,7_construction,False,,unknown,Kitchen renovations at three school buildings completed.,"completion of the kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/012126-01-08-26_rm_final.pdf,2026-01-08,True
West Islip Union Free School District,NCES-3630690,"Beach Street, High School",life_safety_security,7_construction,False,,unknown,Fire alarm systems upgrades at two schools.,fire alarm systems upgrades at Beach Street and the High School,https://files.smartsites.parentsquare.com/6796/012126-01-08-26_rm_final.pdf,2026-01-08,True
West Islip Union Free School District,NCES-3630690,High School,interiors,7_construction,False,,unknown,Pool renovation at the high school.,pool renovation at the high school,https://files.smartsites.parentsquare.com/6796/012126-01-08-26_rm_final.pdf,2026-01-08,True
Deer Park Union Free School District,NCES-3608880,,life_safety_security,7_construction,False,,unknown,Door security sensors installation in progress across schools.,all doors will have censors,https://files.smartsites.parentsquare.com/12897/october_14_2025_1.pdf,2025-10-14,True
Deer Park Union Free School District,NCES-3608880,JQA,interiors,7_construction,False,,unknown,Bathroom renovation completed at JQA school.,JQA bathroom finished,https://files.smartsites.parentsquare.com/12897/october_14_2025_1.pdf,2025-10-14,True
Deer Park Union Free School District,NCES-3608880,,hvac_mechanical,7_construction,False,,unknown,Boiler inspections completed and passed.,boiler inspections passed,https://files.smartsites.parentsquare.com/12897/october_14_2025_1.pdf,2025-10-14,True
West Islip Union Free School District,NCES-3630690,High School,energy,7_construction,False,,unknown,Solar panel system issues being addressed following a power surge.,high school's solar panel issues due to a power surge,https://files.smartsites.parentsquare.com/6796/011226_12-11-25_rm_final.pdf,2025-12-11,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",life_safety_security,7_construction,False,,unknown,Fire alarm systems completion at three school buildings.,"completion of fire alarm systems and kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/011226_12-11-25_rm_final.pdf,2025-12-11,True
West Islip Union Free School District,NCES-3630690,"Beach Street, Udall Road, High School",interiors,7_construction,False,,unknown,Kitchen renovations completed at three school buildings.,"completion of fire alarm systems and kitchen renovations at Beach Street, Udall Road and the High School",https://files.smartsites.parentsquare.com/6796/011226_12-11-25_rm_final.pdf,2025-12-11,True
West Islip Union Free School District,NCES-3630690,High School,life_safety_security,7_construction,False,,unknown,Keyless lock entry project installation and completion,completion of the keyless lock entry project at the high school,https://files.smartsites.parentsquare.com/6796/10-09-25_rm_final.pdf,2025-10-09,True
West Islip Union Free School District,NCES-3630690,High School,plumbing,7_construction,False,,unknown,High school pool renovation project underway,the start of the high school pool renovation,https://files.smartsites.parentsquare.com/6796/10-09-25_rm_final.pdf,2025-10-09,True
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,,unknown,Pool renovation project in demolition phase.,demolition phase of the high school's pool renovation,https://files.smartsites.parentsquare.com/6796/111925-11-06-25_rm_final.pdf,2025-11-06,True
West Islip Union Free School District,NCES-3630690,high school,general_construction,7_construction,False,,unknown,Pool renovation project using non-union contractor,district's use of a non-union contractor for a portion of the high school pool renovation project,https://files.smartsites.parentsquare.com/6796/111925-11-06-25_rm_final.pdf,2025-11-06,True
West Islip Union Free School District,NCES-3630690,Beach Street MS,"site_athletics, general_construction",7_construction,False,,unknown,Pool construction project with discovered conditions including drain pipe and abandoned drywells requiring change orders.,"Pool Construction Project – SCC to provide update. Discovered conditions; drain pipe, abandoned drywells, etc. Change orders, additional work",https://files.smartsites.parentsquare.com/6796/060226_b_g_agenda_6-2-26_jb_draft.pdf,2026-06-02,True
West Islip Union Free School District,NCES-3630690,Beach Street MS and other locations,general_construction,7_construction,False,,unknown,Pool reconstruction project at district facility.,Pool Reconstruction Update,https://files.smartsites.parentsquare.com/6796/020226_b_g_agenda_2-3-26_jb_draft.pdf,2026-02-03,True
West Islip Union Free School District,NCES-3630690,Beach MS and PJ Bellew,energy,7_construction,False,,insurance,Solar panel PV system fire damage at two school buildings.,Solar Panel PV system fire at Beach MS and PJ Bellew,https://files.smartsites.parentsquare.com/6796/020226_b_g_agenda_2-3-26_jb_draft.pdf,2026-02-03,True
West Islip Union Free School District,NCES-3630690,District Office,plumbing,7_construction,False,,insurance,Plumbing flood damage at district office requiring repairs.,District Office plumbing flood,https://files.smartsites.parentsquare.com/6796/020226_b_g_agenda_2-3-26_jb_draft.pdf,2026-02-03,True
Deer Park Union Free School District,NCES-3608880,Memorial,hvac_mechanical,7_construction,False,-32660,unknown,HVAC reconstruction project with change order reducing cost.,"Change Order HVAC-1 for HVAC Reconstruction at Memorial will be decreased by $32,660.00.",https://files.smartsites.parentsquare.com/12897/072326_july_72026_reorg-minutes.pdf,2026-07-07,True
Deer Park Union Free School District,NCES-3608880,Memorial,hvac_mechanical,7_construction,False,-32660,unknown,HVAC reconstruction with cost reduction through change order.,"Change Order HVAC-1 for HVAC Reconstruction at Memorial will be decreased by $32,660.00.",https://files.smartsites.parentsquare.com/12897/070726_july_72026_reorg-agenda.pdf,2026-07-07,True
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,general_construction,unknown,False,,unknown,Pool construction project,Pool Construction Project,https://files.smartsites.parentsquare.com/6796/041626_b_g_agenda_4-16-26_jb_draft.pdf,2026-04-16,True
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,general_construction,unknown,False,,unknown,General construction and repair projects,General Construction and Repair Projects,https://files.smartsites.parentsquare.com/6796/041626_b_g_agenda_4-16-26_jb_draft.pdf,2026-04-16,True
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,site_athletics,unknown,False,,unknown,Athletics preparations and site work,Athletics Preparations,https://files.smartsites.parentsquare.com/6796/041626_b_g_agenda_4-16-26_jb_draft.pdf,2026-04-16,True
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,general_construction,unknown,False,,unknown,Pool reconstruction project at district facility.,Pool Reconstruction and other Construction Projects – presented by SCC and BBS Architects.,https://files.smartsites.parentsquare.com/6796/120825-b_g_agenda_12-9-25_jb_draft.pdf,2025-12-09,True
West Islip Union Free School District,NCES-3630690,West Islip,general_construction,unknown,False,,unknown,Pool construction project.,Pool Construction Project,https://files.smartsites.parentsquare.com/6796/081026_b_g_agenda_8-10-26_jb.pdf,2026-08-10,True
West Islip Union Free School District,NCES-3630690,High School,interiors,unknown,False,,unknown,Renovation of counseling and main office spaces.,High School Counseling and Main Office Renovation,https://files.smartsites.parentsquare.com/6796/081026_b_g_agenda_8-10-26_jb.pdf,2026-08-10,True
West Islip Union Free School District,NCES-3630690,District-wide,general_construction,unknown,False,,unknown,Various construction projects across the district.,Various Construction Projects – District-wide,https://files.smartsites.parentsquare.com/6796/081026_b_g_agenda_8-10-26_jb.pdf,2026-08-10,True
West Islip Union Free School District,NCES-3630690,West Islip UFSD facilities,general_construction,unknown,False,,unknown,Long Range Planning Study to be discussed by the Board.,Long Range Planning Study,https://files.smartsites.parentsquare.com/6796/042226_regular_meeting_agenda.pdf,2026-04-21,True
